[14:30:19.362] [INFO   ] thread main starting.
[14:30:19.378] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:30:19.384] [SEVERE ] configuration file was loaded from resources directory.
[14:30:20.702] [INFO   ] thread dealer starting.
[14:30:20.707] [INFO   ] thread dealer starting.
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.253] [SEVERE ] updating countdown to 54685
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.254] [SEVERE ] updating countdown to 54684
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.255] [SEVERE ] updating countdown to 54683
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.256] [SEVERE ] updating countdown to 54682
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.257] [SEVERE ] updating countdown to 54681
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.258] [SEVERE ] updating countdown to 54680
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.259] [SEVERE ] updating countdown to 54679
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.260] [SEVERE ] updating countdown to 54678
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.261] [SEVERE ] updating countdown to 54677
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.262] [SEVERE ] updating countdown to 54676
[14:30:27.263] [SEVERE ] updating countdown to 54675
[14:30:27.263] [SEVERE ] updating countdown to 54675
[14:30:27.263] [SEVERE ] updating countdown to 54675
[14:30:27.264] [SEVERE ] updating countdown to 54674
[14:30:27.264] [SEVERE ] updating countdown to 54674
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.265] [SEVERE ] updating countdown to 54673
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.266] [SEVERE ] updating countdown to 54672
[14:30:27.267] [SEVERE ] updating countdown to 54671
[14:30:27.267] [SEVERE ] updating countdown to 54671
[14:30:27.267] [SEVERE ] updating countdown to 54671
[14:30:27.267] [SEVERE ] updating countdown to 54671
[14:30:27.267] [SEVERE ] updating countdown to 54671
[14:30:27.268] [SEVERE ] updating countdown to 54670
[14:30:27.268] [SEVERE ] updating countdown to 54670
[14:30:27.269] [SEVERE ] updating countdown to 54669
[14:30:27.269] [SEVERE ] updating countdown to 54669
[14:30:27.269] [SEVERE ] updating countdown to 54669
[14:30:27.269] [SEVERE ] updating countdown to 54669
[14:30:27.270] [SEVERE ] updating countdown to 54668
[14:30:27.270] [SEVERE ] updating countdown to 54668
[14:30:27.270] [SEVERE ] updating countdown to 54668
[14:30:27.270] [SEVERE ] updating countdown to 54668
[14:30:27.271] [SEVERE ] updating countdown to 54667
[14:30:27.271] [SEVERE ] updating countdown to 54667
[14:30:27.271] [SEVERE ] updating countdown to 54667
[14:30:27.271] [SEVERE ] updating countdown to 54667
[14:30:27.271] [SEVERE ] updating countdown to 54667
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.272] [SEVERE ] updating countdown to 54666
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.273] [SEVERE ] updating countdown to 54665
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.274] [SEVERE ] updating countdown to 54664
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.275] [SEVERE ] updating countdown to 54663
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.276] [SEVERE ] updating countdown to 54662
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.277] [SEVERE ] updating countdown to 54661
[14:30:27.278] [SEVERE ] updating countdown to 54660
[14:30:27.278] [SEVERE ] updating countdown to 54660
[14:30:27.278] [SEVERE ] updating countdown to 54660
[14:30:27.278] [SEVERE ] updating countdown to 54660
[14:30:27.278] [SEVERE ] updating countdown to 54660
[14:30:27.279] [SEVERE ] updating countdown to 54659
[14:30:27.279] [SEVERE ] updating countdown to 54659
[14:30:27.279] [SEVERE ] updating countdown to 54659
[14:30:27.279] [SEVERE ] updating countdown to 54659
[14:30:27.279] [SEVERE ] updating countdown to 54659
[14:30:27.280] [SEVERE ] updating countdown to 54658
[14:30:27.280] [SEVERE ] updating countdown to 54658
[14:30:27.281] [SEVERE ] updating countdown to 54657
[14:30:27.281] [SEVERE ] updating countdown to 54657
[14:30:27.281] [SEVERE ] updating countdown to 54657
[14:30:27.281] [SEVERE ] updating countdown to 54657
[14:30:27.281] [SEVERE ] updating countdown to 54657
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.282] [SEVERE ] updating countdown to 54656
[14:30:27.283] [SEVERE ] updating countdown to 54655
[14:30:27.283] [SEVERE ] updating countdown to 54655
[14:30:27.283] [SEVERE ] updating countdown to 54655
[14:30:27.283] [SEVERE ] updating countdown to 54655
[14:30:27.283] [SEVERE ] updating countdown to 54655
[14:30:27.284] [SEVERE ] updating countdown to 54654
[14:30:27.284] [SEVERE ] updating countdown to 54654
[14:30:27.285] [SEVERE ] updating countdown to 54653
[14:30:27.285] [SEVERE ] updating countdown to 54653
[14:30:27.286] [SEVERE ] updating countdown to 54652
[14:30:27.286] [SEVERE ] updating countdown to 54652
[14:30:27.286] [SEVERE ] updating countdown to 54652
[14:30:27.286] [SEVERE ] updating countdown to 54652
[14:30:27.287] [SEVERE ] updating countdown to 54651
[14:30:27.287] [SEVERE ] updating countdown to 54651
[14:30:27.287] [SEVERE ] updating countdown to 54651
[14:30:27.287] [SEVERE ] updating countdown to 54651
[14:30:27.287] [SEVERE ] updating countdown to 54651
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.288] [SEVERE ] updating countdown to 54650
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.289] [SEVERE ] updating countdown to 54649
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.290] [SEVERE ] updating countdown to 54648
[14:30:27.291] [SEVERE ] updating countdown to 54647
[14:30:27.291] [SEVERE ] updating countdown to 54647
[14:30:27.291] [SEVERE ] updating countdown to 54647
[14:30:27.291] [SEVERE ] updating countdown to 54647
[14:30:27.291] [SEVERE ] updating countdown to 54647
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.292] [SEVERE ] updating countdown to 54646
[14:30:27.293] [SEVERE ] updating countdown to 54645
[14:30:27.293] [SEVERE ] updating countdown to 54645
[14:30:27.293] [SEVERE ] updating countdown to 54645
[14:30:27.293] [SEVERE ] updating countdown to 54645
[14:30:27.293] [SEVERE ] updating countdown to 54645
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.294] [SEVERE ] updating countdown to 54644
[14:30:27.295] [SEVERE ] updating countdown to 54643
[14:30:27.295] [SEVERE ] updating countdown to 54643
[14:30:27.295] [SEVERE ] updating countdown to 54643
[14:30:27.295] [SEVERE ] updating countdown to 54643
[14:30:27.295] [SEVERE ] updating countdown to 54643
[14:30:27.296] [SEVERE ] updating countdown to 54642
[14:30:27.296] [SEVERE ] updating countdown to 54642
[14:30:27.296] [SEVERE ] updating countdown to 54642
[14:30:27.296] [SEVERE ] updating countdown to 54642
[14:30:27.296] [SEVERE ] updating countdown to 54642
[14:30:27.297] [SEVERE ] updating countdown to 54641
[14:30:27.297] [SEVERE ] updating countdown to 54641
[14:30:27.298] [SEVERE ] updating countdown to 54640
[14:30:27.298] [SEVERE ] updating countdown to 54640
[14:30:27.298] [SEVERE ] updating countdown to 54640
[14:30:27.298] [SEVERE ] updating countdown to 54640
[14:30:27.298] [SEVERE ] updating countdown to 54640
[14:30:27.299] [SEVERE ] updating countdown to 54639
[14:30:27.299] [SEVERE ] updating countdown to 54639
[14:30:27.299] [SEVERE ] updating countdown to 54639
[14:30:27.299] [SEVERE ] updating countdown to 54639
[14:30:27.299] [SEVERE ] updating countdown to 54639
[14:30:27.300] [SEVERE ] updating countdown to 54638
[14:30:27.300] [SEVERE ] updating countdown to 54638
[14:30:27.300] [SEVERE ] updating countdown to 54638
[14:30:27.301] [SEVERE ] updating countdown to 54637
[14:30:27.301] [SEVERE ] updating countdown to 54637
[14:30:27.302] [SEVERE ] updating countdown to 54636
[14:30:27.302] [SEVERE ] updating countdown to 54636
[14:30:27.302] [SEVERE ] updating countdown to 54636
[14:30:27.302] [SEVERE ] updating countdown to 54636
[14:30:27.303] [SEVERE ] updating countdown to 54635
[14:30:27.303] [SEVERE ] updating countdown to 54635
[14:30:27.303] [SEVERE ] updating countdown to 54635
[14:30:27.303] [SEVERE ] updating countdown to 54635
[14:30:27.304] [SEVERE ] updating countdown to 54634
[14:30:27.304] [SEVERE ] updating countdown to 54634
[14:30:27.304] [SEVERE ] updating countdown to 54634
[14:30:27.304] [SEVERE ] updating countdown to 54634
[14:30:27.304] [SEVERE ] updating countdown to 54634
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.305] [SEVERE ] updating countdown to 54633
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.306] [SEVERE ] updating countdown to 54632
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.307] [SEVERE ] updating countdown to 54631
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.308] [SEVERE ] updating countdown to 54630
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.309] [SEVERE ] updating countdown to 54629
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.310] [SEVERE ] updating countdown to 54628
[14:30:27.311] [SEVERE ] updating countdown to 54627
[14:30:27.311] [SEVERE ] updating countdown to 54627
[14:30:27.311] [SEVERE ] updating countdown to 54627
[14:30:27.311] [SEVERE ] updating countdown to 54627
[14:30:27.311] [SEVERE ] updating countdown to 54627
[14:30:27.312] [SEVERE ] updating countdown to 54626
[14:30:27.312] [SEVERE ] updating countdown to 54626
[14:30:27.312] [SEVERE ] updating countdown to 54626
[14:30:27.312] [SEVERE ] updating countdown to 54626
[14:30:27.312] [SEVERE ] updating countdown to 54626
[14:30:27.313] [SEVERE ] updating countdown to 54625
[14:30:27.313] [SEVERE ] updating countdown to 54625
[14:30:27.313] [SEVERE ] updating countdown to 54625
[14:30:27.314] [SEVERE ] updating countdown to 54624
[14:30:27.314] [SEVERE ] updating countdown to 54624
[14:30:27.314] [SEVERE ] updating countdown to 54624
[14:30:27.314] [SEVERE ] updating countdown to 54624
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.315] [SEVERE ] updating countdown to 54623
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.316] [SEVERE ] updating countdown to 54622
[14:30:27.317] [SEVERE ] updating countdown to 54621
[14:30:27.317] [SEVERE ] updating countdown to 54621
[14:30:27.318] [SEVERE ] updating countdown to 54620
[14:30:27.318] [SEVERE ] updating countdown to 54620
[14:30:27.318] [SEVERE ] updating countdown to 54620
[14:30:27.319] [SEVERE ] updating countdown to 54619
[14:30:27.319] [SEVERE ] updating countdown to 54619
[14:30:27.319] [SEVERE ] updating countdown to 54619
[14:30:27.319] [SEVERE ] updating countdown to 54619
[14:30:27.320] [SEVERE ] updating countdown to 54618
[14:30:27.320] [SEVERE ] updating countdown to 54618
[14:30:27.320] [SEVERE ] updating countdown to 54618
[14:30:27.320] [SEVERE ] updating countdown to 54618
[14:30:27.320] [SEVERE ] updating countdown to 54618
[14:30:27.321] [SEVERE ] updating countdown to 54617
[14:30:27.321] [SEVERE ] updating countdown to 54617
[14:30:27.321] [SEVERE ] updating countdown to 54617
[14:30:27.321] [SEVERE ] updating countdown to 54617
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.322] [SEVERE ] updating countdown to 54616
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.323] [SEVERE ] updating countdown to 54615
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.324] [SEVERE ] updating countdown to 54614
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.325] [SEVERE ] updating countdown to 54613
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.326] [SEVERE ] updating countdown to 54612
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.327] [SEVERE ] updating countdown to 54611
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.328] [SEVERE ] updating countdown to 54610
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.329] [SEVERE ] updating countdown to 54609
[14:30:27.330] [SEVERE ] updating countdown to 54608
[14:30:27.330] [SEVERE ] updating countdown to 54608
[14:30:27.331] [SEVERE ] updating countdown to 54607
[14:30:27.331] [SEVERE ] updating countdown to 54607
[14:30:27.331] [SEVERE ] updating countdown to 54607
[14:30:27.331] [SEVERE ] updating countdown to 54607
[14:30:27.331] [SEVERE ] updating countdown to 54607
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.332] [SEVERE ] updating countdown to 54606
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.333] [SEVERE ] updating countdown to 54605
[14:30:27.334] [SEVERE ] updating countdown to 54604
[14:30:27.334] [SEVERE ] updating countdown to 54604
[14:30:27.334] [SEVERE ] updating countdown to 54604
[14:30:27.334] [SEVERE ] updating countdown to 54604
[14:30:27.335] [SEVERE ] updating countdown to 54603
[14:30:27.335] [SEVERE ] updating countdown to 54603
[14:30:27.336] [SEVERE ] updating countdown to 54602
[14:30:27.336] [SEVERE ] updating countdown to 54602
[14:30:27.336] [SEVERE ] updating countdown to 54602
[14:30:27.336] [SEVERE ] updating countdown to 54602
[14:30:27.337] [SEVERE ] updating countdown to 54601
[14:30:27.337] [SEVERE ] updating countdown to 54601
[14:30:27.337] [SEVERE ] updating countdown to 54601
[14:30:27.337] [SEVERE ] updating countdown to 54601
[14:30:27.337] [SEVERE ] updating countdown to 54601
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.338] [SEVERE ] updating countdown to 54600
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.339] [SEVERE ] updating countdown to 54599
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.340] [SEVERE ] updating countdown to 54598
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.341] [SEVERE ] updating countdown to 54597
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.342] [SEVERE ] updating countdown to 54596
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.343] [SEVERE ] updating countdown to 54595
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.344] [SEVERE ] updating countdown to 54594
[14:30:27.345] [SEVERE ] updating countdown to 54593
[14:30:27.345] [SEVERE ] updating countdown to 54593
[14:30:27.345] [SEVERE ] updating countdown to 54593
[14:30:27.345] [SEVERE ] updating countdown to 54593
[14:30:27.345] [SEVERE ] updating countdown to 54593
[14:30:27.346] [SEVERE ] updating countdown to 54592
[14:30:27.346] [SEVERE ] updating countdown to 54592
[14:30:27.346] [SEVERE ] updating countdown to 54592
[14:30:27.346] [SEVERE ] updating countdown to 54592
[14:30:27.347] [SEVERE ] updating countdown to 54591
[14:30:27.347] [SEVERE ] updating countdown to 54591
[14:30:27.347] [SEVERE ] updating countdown to 54591
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.348] [SEVERE ] updating countdown to 54590
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.349] [SEVERE ] updating countdown to 54589
[14:30:27.350] [SEVERE ] updating countdown to 54588
[14:30:27.350] [SEVERE ] updating countdown to 54588
[14:30:27.350] [SEVERE ] updating countdown to 54588
