[14:05:37.019] [INFO   ] thread main starting.
[14:05:37.037] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:05:37.049] [SEVERE ] configuration file was loaded from resources directory.
[14:05:38.387] [INFO   ] thread dealer starting.
[14:05:38.390] [INFO   ] thread dealer starting.
[14:05:38.393] [SEVERE ] updating countdown to 60000
[14:05:38.397] [INFO   ] thread Player 0 starting.
[14:05:38.397] [INFO   ] thread Player 1 starting.
[14:05:38.512] [SEVERE ] placing card 0 in slot 9
[14:05:38.613] [SEVERE ] placing card 1 in slot 10
[14:05:38.714] [SEVERE ] placing card 2 in slot 6
[14:05:38.815] [SEVERE ] placing card 3 in slot 0
[14:05:38.916] [SEVERE ] placing card 4 in slot 3
[14:05:39.016] [SEVERE ] placing card 5 in slot 11
[14:05:39.117] [SEVERE ] placing card 6 in slot 7
[14:05:39.218] [SEVERE ] placing card 7 in slot 4
[14:05:39.319] [SEVERE ] placing card 8 in slot 5
[14:05:39.420] [SEVERE ] placing card 9 in slot 1
[14:05:39.521] [SEVERE ] placing card 10 in slot 2
[14:05:39.621] [SEVERE ] placing card 11 in slot 8
[14:05:39.622] [SEVERE ] updating countdown to 60000
[14:05:39.623] [SEVERE ] updating countdown to 60000
[14:05:39.625] [SEVERE ] updating countdown to 60000
[14:05:39.627] [SEVERE ] updating countdown to 60000
[14:05:39.629] [SEVERE ] updating countdown to 60000
[14:05:39.630] [SEVERE ] updating countdown to 60000
[14:05:39.631] [SEVERE ] updating countdown to 60000
[14:05:39.631] [SEVERE ] updating countdown to 60000
[14:05:39.632] [SEVERE ] updating countdown to 60000
[14:05:39.632] [SEVERE ] updating countdown to 60000
[14:05:39.633] [SEVERE ] updating countdown to 60000
[14:05:39.634] [SEVERE ] updating countdown to 60000
[14:05:39.634] [SEVERE ] updating countdown to 60000
[14:05:39.634] [SEVERE ] updating countdown to 60000
[14:05:39.635] [SEVERE ] updating countdown to 60000
[14:05:39.635] [SEVERE ] updating countdown to 60000
[14:05:39.635] [SEVERE ] updating countdown to 60000
[14:05:39.636] [SEVERE ] updating countdown to 60000
[14:05:39.636] [SEVERE ] updating countdown to 60000
[14:05:39.636] [SEVERE ] updating countdown to 60000
[14:05:39.637] [SEVERE ] updating countdown to 60000
[14:05:39.637] [SEVERE ] updating countdown to 60000
[14:05:39.637] [SEVERE ] updating countdown to 60000
[14:05:39.638] [SEVERE ] updating countdown to 60000
[14:05:39.638] [SEVERE ] updating countdown to 60000
[14:05:39.639] [SEVERE ] updating countdown to 60000
[14:05:39.640] [SEVERE ] updating countdown to 60000
[14:05:39.641] [SEVERE ] updating countdown to 60000
[14:05:39.641] [SEVERE ] updating countdown to 60000
[14:05:39.642] [SEVERE ] updating countdown to 60000
[14:05:39.643] [SEVERE ] updating countdown to 60000
[14:05:39.643] [SEVERE ] updating countdown to 60000
[14:05:39.645] [SEVERE ] updating countdown to 60000
[14:05:39.645] [SEVERE ] updating countdown to 60000
[14:05:39.646] [SEVERE ] updating countdown to 60000
[14:05:39.646] [SEVERE ] updating countdown to 60000
[14:05:39.646] [SEVERE ] updating countdown to 60000
[14:05:39.647] [SEVERE ] updating countdown to 60000
[14:05:39.647] [SEVERE ] updating countdown to 60000
[14:05:39.647] [SEVERE ] updating countdown to 60000
[14:05:39.648] [SEVERE ] updating countdown to 60000
[14:05:39.648] [SEVERE ] updating countdown to 60000
[14:05:39.648] [SEVERE ] updating countdown to 60000
[14:05:39.648] [SEVERE ] updating countdown to 60000
[14:05:39.649] [SEVERE ] updating countdown to 60000
[14:05:39.649] [SEVERE ] updating countdown to 60000
[14:05:39.649] [SEVERE ] updating countdown to 60000
[14:05:39.650] [SEVERE ] updating countdown to 60000
[14:05:39.650] [SEVERE ] updating countdown to 60000
[14:05:39.650] [SEVERE ] updating countdown to 60000
[14:05:39.651] [SEVERE ] updating countdown to 60000
[14:05:39.651] [SEVERE ] updating countdown to 60000
[14:05:39.651] [SEVERE ] updating countdown to 60000
[14:05:39.652] [SEVERE ] updating countdown to 60000
[14:05:39.652] [SEVERE ] updating countdown to 60000
[14:05:39.652] [SEVERE ] updating countdown to 60000
[14:05:39.653] [SEVERE ] updating countdown to 60000
[14:05:39.653] [SEVERE ] updating countdown to 60000
[14:05:39.653] [SEVERE ] updating countdown to 60000
[14:05:39.654] [SEVERE ] updating countdown to 60000
[14:05:39.654] [SEVERE ] updating countdown to 60000
[14:05:39.654] [SEVERE ] updating countdown to 60000
[14:05:39.655] [SEVERE ] updating countdown to 60000
[14:05:39.655] [SEVERE ] updating countdown to 60000
[14:05:39.655] [SEVERE ] updating countdown to 60000
[14:05:39.657] [SEVERE ] updating countdown to 60000
[14:05:39.658] [SEVERE ] updating countdown to 60000
[14:05:39.658] [SEVERE ] updating countdown to 60000
[14:05:39.659] [SEVERE ] updating countdown to 60000
[14:05:39.659] [SEVERE ] updating countdown to 60000
[14:05:39.659] [SEVERE ] updating countdown to 60000
[14:05:39.660] [SEVERE ] updating countdown to 60000
[14:05:39.660] [SEVERE ] updating countdown to 60000
[14:05:39.660] [SEVERE ] updating countdown to 60000
[14:05:39.661] [SEVERE ] updating countdown to 60000
[14:05:39.661] [SEVERE ] updating countdown to 60000
[14:05:39.661] [SEVERE ] updating countdown to 60000
[14:05:39.662] [SEVERE ] updating countdown to 60000
[14:05:39.662] [SEVERE ] updating countdown to 60000
[14:05:39.663] [SEVERE ] updating countdown to 60000
[14:05:39.663] [SEVERE ] updating countdown to 60000
[14:05:39.664] [SEVERE ] updating countdown to 60000
[14:05:39.665] [SEVERE ] updating countdown to 60000
[14:05:39.665] [SEVERE ] updating countdown to 60000
[14:05:39.665] [SEVERE ] updating countdown to 60000
[14:05:39.666] [SEVERE ] updating countdown to 60000
[14:05:39.666] [SEVERE ] updating countdown to 60000
[14:05:39.666] [SEVERE ] updating countdown to 60000
[14:05:39.667] [SEVERE ] updating countdown to 60000
[14:05:39.667] [SEVERE ] updating countdown to 60000
[14:05:39.667] [SEVERE ] updating countdown to 60000
[14:05:39.667] [SEVERE ] updating countdown to 60000
[14:05:39.668] [SEVERE ] updating countdown to 60000
[14:05:39.668] [SEVERE ] updating countdown to 60000
[14:05:39.668] [SEVERE ] updating countdown to 60000
[14:05:39.668] [SEVERE ] updating countdown to 60000
[14:05:39.669] [SEVERE ] updating countdown to 60000
[14:05:39.669] [SEVERE ] updating countdown to 60000
[14:05:39.669] [SEVERE ] updating countdown to 60000
[14:05:39.670] [SEVERE ] updating countdown to 60000
[14:05:39.670] [SEVERE ] updating countdown to 60000
[14:05:39.670] [SEVERE ] updating countdown to 60000
[14:05:39.670] [SEVERE ] updating countdown to 60000
[14:05:39.671] [SEVERE ] updating countdown to 60000
[14:05:39.671] [SEVERE ] updating countdown to 60000
[14:05:39.671] [SEVERE ] updating countdown to 60000
[14:05:39.671] [SEVERE ] updating countdown to 60000
[14:05:39.672] [SEVERE ] updating countdown to 60000
[14:05:39.673] [SEVERE ] updating countdown to 60000
[14:05:39.674] [SEVERE ] updating countdown to 60000
[14:05:39.674] [SEVERE ] updating countdown to 60000
[14:05:39.675] [SEVERE ] updating countdown to 60000
[14:05:39.675] [SEVERE ] updating countdown to 60000
[14:05:39.675] [SEVERE ] updating countdown to 60000
[14:05:39.676] [SEVERE ] updating countdown to 60000
[14:05:39.676] [SEVERE ] updating countdown to 60000
[14:05:39.676] [SEVERE ] updating countdown to 60000
[14:05:39.677] [SEVERE ] updating countdown to 60000
[14:05:39.677] [SEVERE ] updating countdown to 60000
[14:05:39.678] [SEVERE ] updating countdown to 60000
[14:05:39.678] [SEVERE ] updating countdown to 60000
[14:05:39.679] [SEVERE ] updating countdown to 60000
[14:05:39.679] [SEVERE ] updating countdown to 60000
[14:05:39.679] [SEVERE ] updating countdown to 60000
[14:05:39.680] [SEVERE ] updating countdown to 60000
[14:05:39.680] [SEVERE ] updating countdown to 60000
[14:05:39.680] [SEVERE ] updating countdown to 60000
[14:05:39.680] [SEVERE ] updating countdown to 60000
[14:05:39.681] [SEVERE ] updating countdown to 60000
[14:05:39.681] [SEVERE ] updating countdown to 60000
[14:05:39.681] [SEVERE ] updating countdown to 60000
[14:05:39.682] [SEVERE ] updating countdown to 60000
[14:05:39.682] [SEVERE ] updating countdown to 60000
[14:05:39.682] [SEVERE ] updating countdown to 60000
[14:05:39.682] [SEVERE ] updating countdown to 60000
[14:05:39.683] [SEVERE ] updating countdown to 60000
[14:05:39.683] [SEVERE ] updating countdown to 60000
[14:05:39.683] [SEVERE ] updating countdown to 60000
[14:05:39.683] [SEVERE ] updating countdown to 60000
[14:05:39.684] [SEVERE ] updating countdown to 60000
[14:05:39.684] [SEVERE ] updating countdown to 60000
[14:05:39.684] [SEVERE ] updating countdown to 60000
[14:05:39.684] [SEVERE ] updating countdown to 60000
[14:05:39.685] [SEVERE ] updating countdown to 60000
[14:05:39.685] [SEVERE ] updating countdown to 60000
[14:05:39.685] [SEVERE ] updating countdown to 60000
[14:05:39.685] [SEVERE ] updating countdown to 60000
[14:05:39.686] [SEVERE ] updating countdown to 60000
[14:05:39.686] [SEVERE ] updating countdown to 60000
[14:05:39.686] [SEVERE ] updating countdown to 60000
[14:05:39.686] [SEVERE ] updating countdown to 60000
