[14:43:04.836] [INFO   ] thread main starting.
[14:43:04.855] [SEVERE ] cannot read configuration file config.properties trying from resources.
[14:43:04.863] [SEVERE ] configuration file was loaded from resources directory.
[14:43:06.306] [INFO   ] thread dealer starting.
[14:43:06.311] [INFO   ] thread dealer starting.
[14:43:07.940] [SEVERE ] updating countdown to 59608
[14:43:07.940] [SEVERE ] updating countdown to 59608
[14:43:07.941] [SEVERE ] updating countdown to 59607
[14:43:07.942] [SEVERE ] updating countdown to 59606
[14:43:07.942] [SEVERE ] updating countdown to 59606
[14:43:07.942] [SEVERE ] updating countdown to 59606
[14:43:07.943] [SEVERE ] updating countdown to 59605
[14:43:07.943] [SEVERE ] updating countdown to 59605
[14:43:07.943] [SEVERE ] updating countdown to 59605
[14:43:07.944] [SEVERE ] updating countdown to 59604
[14:43:07.945] [SEVERE ] updating countdown to 59603
[14:43:07.946] [SEVERE ] updating countdown to 59602
[14:43:07.946] [SEVERE ] updating countdown to 59602
[14:43:07.946] [SEVERE ] updating countdown to 59602
[14:43:07.947] [SEVERE ] updating countdown to 59601
[14:43:07.947] [SEVERE ] updating countdown to 59601
[14:43:07.947] [SEVERE ] updating countdown to 59601
[14:43:07.948] [SEVERE ] updating countdown to 59600
[14:43:07.948] [SEVERE ] updating countdown to 59600
[14:43:07.948] [SEVERE ] updating countdown to 59600
[14:43:07.948] [SEVERE ] updating countdown to 59600
[14:43:07.949] [SEVERE ] updating countdown to 59599
[14:43:07.949] [SEVERE ] updating countdown to 59599
[14:43:07.949] [SEVERE ] updating countdown to 59599
[14:43:07.949] [SEVERE ] updating countdown to 59599
[14:43:07.950] [SEVERE ] updating countdown to 59598
[14:43:07.950] [SEVERE ] updating countdown to 59598
[14:43:07.950] [SEVERE ] updating countdown to 59598
[14:43:07.950] [SEVERE ] updating countdown to 59598
[14:43:07.951] [SEVERE ] updating countdown to 59597
[14:43:07.951] [SEVERE ] updating countdown to 59597
[14:43:07.951] [SEVERE ] updating countdown to 59597
[14:43:07.951] [SEVERE ] updating countdown to 59597
[14:43:07.952] [SEVERE ] updating countdown to 59596
[14:43:07.952] [SEVERE ] updating countdown to 59596
[14:43:07.952] [SEVERE ] updating countdown to 59596
[14:43:07.952] [SEVERE ] updating countdown to 59596
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.953] [SEVERE ] updating countdown to 59595
[14:43:07.954] [SEVERE ] updating countdown to 59594
[14:43:07.954] [SEVERE ] updating countdown to 59594
[14:43:07.954] [SEVERE ] updating countdown to 59594
[14:43:07.954] [SEVERE ] updating countdown to 59594
[14:43:07.954] [SEVERE ] updating countdown to 59594
[14:43:07.955] [SEVERE ] updating countdown to 59593
[14:43:07.955] [SEVERE ] updating countdown to 59593
[14:43:07.955] [SEVERE ] updating countdown to 59593
[14:43:07.955] [SEVERE ] updating countdown to 59593
[14:43:07.955] [SEVERE ] updating countdown to 59593
[14:43:07.956] [SEVERE ] updating countdown to 59592
[14:43:07.956] [SEVERE ] updating countdown to 59592
[14:43:07.956] [SEVERE ] updating countdown to 59592
[14:43:07.957] [SEVERE ] updating countdown to 59591
[14:43:07.957] [SEVERE ] updating countdown to 59591
[14:43:07.958] [SEVERE ] updating countdown to 59590
[14:43:07.958] [SEVERE ] updating countdown to 59590
[14:43:07.958] [SEVERE ] updating countdown to 59590
[14:43:07.959] [SEVERE ] updating countdown to 59589
[14:43:07.959] [SEVERE ] updating countdown to 59589
[14:43:07.959] [SEVERE ] updating countdown to 59589
[14:43:07.959] [SEVERE ] updating countdown to 59589
[14:43:07.960] [SEVERE ] updating countdown to 59588
[14:43:07.960] [SEVERE ] updating countdown to 59588
[14:43:07.960] [SEVERE ] updating countdown to 59588
[14:43:07.961] [SEVERE ] updating countdown to 59587
[14:43:07.962] [SEVERE ] updating countdown to 59586
[14:43:07.963] [SEVERE ] updating countdown to 59585
[14:43:07.963] [SEVERE ] updating countdown to 59585
[14:43:07.963] [SEVERE ] updating countdown to 59585
[14:43:07.964] [SEVERE ] updating countdown to 59584
[14:43:07.964] [SEVERE ] updating countdown to 59584
[14:43:07.964] [SEVERE ] updating countdown to 59584
[14:43:07.965] [SEVERE ] updating countdown to 59583
[14:43:07.965] [SEVERE ] updating countdown to 59583
[14:43:07.965] [SEVERE ] updating countdown to 59583
[14:43:07.965] [SEVERE ] updating countdown to 59583
[14:43:07.966] [SEVERE ] updating countdown to 59582
[14:43:07.966] [SEVERE ] updating countdown to 59582
[14:43:07.966] [SEVERE ] updating countdown to 59582
[14:43:07.966] [SEVERE ] updating countdown to 59582
[14:43:07.967] [SEVERE ] updating countdown to 59581
[14:43:07.967] [SEVERE ] updating countdown to 59581
[14:43:07.967] [SEVERE ] updating countdown to 59581
[14:43:07.967] [SEVERE ] updating countdown to 59581
[14:43:07.967] [SEVERE ] updating countdown to 59581
[14:43:07.968] [SEVERE ] updating countdown to 59580
[14:43:07.968] [SEVERE ] updating countdown to 59580
[14:43:07.968] [SEVERE ] updating countdown to 59580
[14:43:07.968] [SEVERE ] updating countdown to 59580
[14:43:07.968] [SEVERE ] updating countdown to 59580
[14:43:07.969] [SEVERE ] updating countdown to 59579
[14:43:07.969] [SEVERE ] updating countdown to 59579
[14:43:07.969] [SEVERE ] updating countdown to 59579
[14:43:07.970] [SEVERE ] updating countdown to 59578
[14:43:07.970] [SEVERE ] updating countdown to 59578
[14:43:07.970] [SEVERE ] updating countdown to 59578
[14:43:07.970] [SEVERE ] updating countdown to 59578
[14:43:07.971] [SEVERE ] updating countdown to 59577
[14:43:07.971] [SEVERE ] updating countdown to 59577
[14:43:07.971] [SEVERE ] updating countdown to 59577
[14:43:07.971] [SEVERE ] updating countdown to 59577
[14:43:07.971] [SEVERE ] updating countdown to 59577
[14:43:07.972] [SEVERE ] updating countdown to 59576
[14:43:07.972] [SEVERE ] updating countdown to 59576
[14:43:07.972] [SEVERE ] updating countdown to 59576
[14:43:07.972] [SEVERE ] updating countdown to 59576
[14:43:07.972] [SEVERE ] updating countdown to 59576
[14:43:07.973] [SEVERE ] updating countdown to 59575
[14:43:07.973] [SEVERE ] updating countdown to 59575
[14:43:07.973] [SEVERE ] updating countdown to 59575
[14:43:07.973] [SEVERE ] updating countdown to 59575
[14:43:07.974] [SEVERE ] updating countdown to 59574
[14:43:07.975] [SEVERE ] updating countdown to 59573
[14:43:07.975] [SEVERE ] updating countdown to 59573
[14:43:07.975] [SEVERE ] updating countdown to 59573
[14:43:07.975] [SEVERE ] updating countdown to 59573
[14:43:07.976] [SEVERE ] updating countdown to 59572
[14:43:07.976] [SEVERE ] updating countdown to 59572
[14:43:07.976] [SEVERE ] updating countdown to 59572
[14:43:07.976] [SEVERE ] updating countdown to 59572
[14:43:07.976] [SEVERE ] updating countdown to 59572
[14:43:07.977] [SEVERE ] updating countdown to 59571
[14:43:07.977] [SEVERE ] updating countdown to 59571
[14:43:07.977] [SEVERE ] updating countdown to 59571
[14:43:07.978] [SEVERE ] updating countdown to 59570
[14:43:07.979] [SEVERE ] updating countdown to 59569
[14:43:07.980] [SEVERE ] updating countdown to 59569
[14:43:07.980] [SEVERE ] updating countdown to 59568
[14:43:07.980] [SEVERE ] updating countdown to 59568
[14:43:07.980] [SEVERE ] updating countdown to 59568
[14:43:07.981] [SEVERE ] updating countdown to 59567
[14:43:07.981] [SEVERE ] updating countdown to 59567
[14:43:07.981] [SEVERE ] updating countdown to 59567
[14:43:07.982] [SEVERE ] updating countdown to 59566
[14:43:07.982] [SEVERE ] updating countdown to 59566
[14:43:07.982] [SEVERE ] updating countdown to 59566
[14:43:07.982] [SEVERE ] updating countdown to 59566
[14:43:07.983] [SEVERE ] updating countdown to 59565
[14:43:07.983] [SEVERE ] updating countdown to 59565
[14:43:07.983] [SEVERE ] updating countdown to 59565
[14:43:07.983] [SEVERE ] updating countdown to 59565
[14:43:07.984] [SEVERE ] updating countdown to 59564
[14:43:07.984] [SEVERE ] updating countdown to 59564
[14:43:07.984] [SEVERE ] updating countdown to 59564
[14:43:07.984] [SEVERE ] updating countdown to 59564
[14:43:07.985] [SEVERE ] updating countdown to 59563
[14:43:07.985] [SEVERE ] updating countdown to 59563
[14:43:07.985] [SEVERE ] updating countdown to 59563
[14:43:07.985] [SEVERE ] updating countdown to 59563
[14:43:07.985] [SEVERE ] updating countdown to 59563
[14:43:07.986] [SEVERE ] updating countdown to 59562
[14:43:07.986] [SEVERE ] updating countdown to 59562
[14:43:07.986] [SEVERE ] updating countdown to 59562
[14:43:07.986] [SEVERE ] updating countdown to 59562
[14:43:07.986] [SEVERE ] updating countdown to 59562
[14:43:07.987] [SEVERE ] updating countdown to 59561
[14:43:07.987] [SEVERE ] updating countdown to 59561
[14:43:07.987] [SEVERE ] updating countdown to 59561
[14:43:07.987] [SEVERE ] updating countdown to 59561
[14:43:07.987] [SEVERE ] updating countdown to 59561
[14:43:07.988] [SEVERE ] updating countdown to 59560
[14:43:07.988] [SEVERE ] updating countdown to 59560
[14:43:07.988] [SEVERE ] updating countdown to 59560
[14:43:07.988] [SEVERE ] updating countdown to 59560
[14:43:07.989] [SEVERE ] updating countdown to 59559
[14:43:07.989] [SEVERE ] updating countdown to 59559
[14:43:07.990] [SEVERE ] updating countdown to 59558
[14:43:07.990] [SEVERE ] updating countdown to 59558
[14:43:07.991] [SEVERE ] updating countdown to 59557
[14:43:07.992] [SEVERE ] updating countdown to 59556
[14:43:07.992] [SEVERE ] updating countdown to 59556
[14:43:07.992] [SEVERE ] updating countdown to 59556
[14:43:07.992] [SEVERE ] updating countdown to 59556
[14:43:07.992] [SEVERE ] updating countdown to 59556
[14:43:07.993] [SEVERE ] updating countdown to 59555
[14:43:07.993] [SEVERE ] updating countdown to 59555
[14:43:07.993] [SEVERE ] updating countdown to 59555
[14:43:07.994] [SEVERE ] updating countdown to 59554
[14:43:07.995] [SEVERE ] updating countdown to 59553
[14:43:07.995] [SEVERE ] updating countdown to 59553
[14:43:07.996] [SEVERE ] updating countdown to 59552
[14:43:07.996] [SEVERE ] updating countdown to 59552
[14:43:07.996] [SEVERE ] updating countdown to 59552
[14:43:07.997] [SEVERE ] updating countdown to 59551
[14:43:07.997] [SEVERE ] updating countdown to 59551
[14:43:07.997] [SEVERE ] updating countdown to 59551
[14:43:07.997] [SEVERE ] updating countdown to 59551
[14:43:07.998] [SEVERE ] updating countdown to 59550
[14:43:07.998] [SEVERE ] updating countdown to 59550
[14:43:07.998] [SEVERE ] updating countdown to 59550
[14:43:07.998] [SEVERE ] updating countdown to 59550
[14:43:07.998] [SEVERE ] updating countdown to 59550
[14:43:07.999] [SEVERE ] updating countdown to 59549
[14:43:07.999] [SEVERE ] updating countdown to 59549
[14:43:07.999] [SEVERE ] updating countdown to 59549
[14:43:07.999] [SEVERE ] updating countdown to 59549
[14:43:08.000] [SEVERE ] updating countdown to 59548
[14:43:08.000] [SEVERE ] updating countdown to 59548
[14:43:08.000] [SEVERE ] updating countdown to 59548
[14:43:08.000] [SEVERE ] updating countdown to 59548
[14:43:08.000] [SEVERE ] updating countdown to 59548
[14:43:08.001] [SEVERE ] updating countdown to 59547
[14:43:08.001] [SEVERE ] updating countdown to 59547
[14:43:08.001] [SEVERE ] updating countdown to 59547
[14:43:08.001] [SEVERE ] updating countdown to 59547
[14:43:08.001] [SEVERE ] updating countdown to 59547
[14:43:08.002] [SEVERE ] updating countdown to 59546
[14:43:08.002] [SEVERE ] updating countdown to 59546
[14:43:08.002] [SEVERE ] updating countdown to 59546
[14:43:08.002] [SEVERE ] updating countdown to 59546
[14:43:08.003] [SEVERE ] updating countdown to 59545
[14:43:08.003] [SEVERE ] updating countdown to 59545
[14:43:08.003] [SEVERE ] updating countdown to 59545
[14:43:08.003] [SEVERE ] updating countdown to 59545
[14:43:08.003] [SEVERE ] updating countdown to 59545
[14:43:08.004] [SEVERE ] updating countdown to 59544
[14:43:08.004] [SEVERE ] updating countdown to 59544
[14:43:08.004] [SEVERE ] updating countdown to 59544
[14:43:08.004] [SEVERE ] updating countdown to 59544
[14:43:08.004] [SEVERE ] updating countdown to 59544
[14:43:08.005] [SEVERE ] updating countdown to 59543
[14:43:08.005] [SEVERE ] updating countdown to 59543
[14:43:08.005] [SEVERE ] updating countdown to 59543
[14:43:08.005] [SEVERE ] updating countdown to 59543
[14:43:08.005] [SEVERE ] updating countdown to 59543
[14:43:08.006] [SEVERE ] updating countdown to 59542
[14:43:08.006] [SEVERE ] updating countdown to 59542
[14:43:08.006] [SEVERE ] updating countdown to 59542
[14:43:08.006] [SEVERE ] updating countdown to 59542
[14:43:08.007] [SEVERE ] updating countdown to 59541
[14:43:08.008] [SEVERE ] updating countdown to 59540
[14:43:08.008] [SEVERE ] updating countdown to 59540
[14:43:08.009] [SEVERE ] updating countdown to 59539
[14:43:08.009] [SEVERE ] updating countdown to 59539
[14:43:08.009] [SEVERE ] updating countdown to 59539
[14:43:08.010] [SEVERE ] updating countdown to 59538
[14:43:08.010] [SEVERE ] updating countdown to 59538
[14:43:08.012] [SEVERE ] updating countdown to 59536
[14:43:08.013] [SEVERE ] updating countdown to 59535
[14:43:08.013] [SEVERE ] updating countdown to 59535
[14:43:08.013] [SEVERE ] updating countdown to 59535
[14:43:08.013] [SEVERE ] updating countdown to 59535
[14:43:08.014] [SEVERE ] updating countdown to 59534
[14:43:08.014] [SEVERE ] updating countdown to 59534
[14:43:08.014] [SEVERE ] updating countdown to 59534
[14:43:08.015] [SEVERE ] updating countdown to 59533
[14:43:08.015] [SEVERE ] updating countdown to 59533
[14:43:08.015] [SEVERE ] updating countdown to 59533
[14:43:08.015] [SEVERE ] updating countdown to 59533
[14:43:08.015] [SEVERE ] updating countdown to 59533
[14:43:08.016] [SEVERE ] updating countdown to 59532
[14:43:08.016] [SEVERE ] updating countdown to 59532
[14:43:08.016] [SEVERE ] updating countdown to 59532
[14:43:08.016] [SEVERE ] updating countdown to 59532
[14:43:08.017] [SEVERE ] updating countdown to 59531
[14:43:08.017] [SEVERE ] updating countdown to 59531
[14:43:08.017] [SEVERE ] updating countdown to 59531
[14:43:08.017] [SEVERE ] updating countdown to 59531
[14:43:08.017] [SEVERE ] updating countdown to 59531
[14:43:08.018] [SEVERE ] updating countdown to 59530
[14:43:08.018] [SEVERE ] updating countdown to 59530
[14:43:08.018] [SEVERE ] updating countdown to 59530
[14:43:08.018] [SEVERE ] updating countdown to 59530
[14:43:08.018] [SEVERE ] updating countdown to 59530
[14:43:08.019] [SEVERE ] updating countdown to 59529
[14:43:08.019] [SEVERE ] updating countdown to 59529
[14:43:08.019] [SEVERE ] updating countdown to 59529
[14:43:08.019] [SEVERE ] updating countdown to 59529
[14:43:08.019] [SEVERE ] updating countdown to 59529
[14:43:08.020] [SEVERE ] updating countdown to 59528
[14:43:08.020] [SEVERE ] updating countdown to 59528
[14:43:08.020] [SEVERE ] updating countdown to 59528
[14:43:08.020] [SEVERE ] updating countdown to 59528
[14:43:08.020] [SEVERE ] updating countdown to 59528
[14:43:08.021] [SEVERE ] updating countdown to 59527
[14:43:08.021] [SEVERE ] updating countdown to 59527
[14:43:08.021] [SEVERE ] updating countdown to 59527
[14:43:08.021] [SEVERE ] updating countdown to 59527
[14:43:08.022] [SEVERE ] updating countdown to 59526
[14:43:08.022] [SEVERE ] updating countdown to 59526
[14:43:08.022] [SEVERE ] updating countdown to 59526
[14:43:08.022] [SEVERE ] updating countdown to 59526
[14:43:08.022] [SEVERE ] updating countdown to 59526
[14:43:08.023] [SEVERE ] updating countdown to 59525
[14:43:08.023] [SEVERE ] updating countdown to 59525
[14:43:08.023] [SEVERE ] updating countdown to 59525
[14:43:08.024] [SEVERE ] updating countdown to 59524
[14:43:08.024] [SEVERE ] updating countdown to 59524
[14:43:08.025] [SEVERE ] updating countdown to 59523
[14:43:08.025] [SEVERE ] updating countdown to 59523
[14:43:08.025] [SEVERE ] updating countdown to 59523
[14:43:08.025] [SEVERE ] updating countdown to 59523
[14:43:08.026] [SEVERE ] updating countdown to 59522
[14:43:08.026] [SEVERE ] updating countdown to 59522
[14:43:08.026] [SEVERE ] updating countdown to 59522
[14:43:08.026] [SEVERE ] updating countdown to 59522
[14:43:08.026] [SEVERE ] updating countdown to 59522
[14:43:08.027] [SEVERE ] updating countdown to 59521
[14:43:08.028] [SEVERE ] updating countdown to 59520
[14:43:08.029] [SEVERE ] updating countdown to 59519
[14:43:08.029] [SEVERE ] updating countdown to 59519
[14:43:08.030] [SEVERE ] updating countdown to 59518
[14:43:08.030] [SEVERE ] updating countdown to 59518
[14:43:08.030] [SEVERE ] updating countdown to 59518
[14:43:08.031] [SEVERE ] updating countdown to 59517
[14:43:08.031] [SEVERE ] updating countdown to 59517
[14:43:08.031] [SEVERE ] updating countdown to 59517
[14:43:08.031] [SEVERE ] updating countdown to 59517
[14:43:08.032] [SEVERE ] updating countdown to 59516
[14:43:08.032] [SEVERE ] updating countdown to 59516
[14:43:08.032] [SEVERE ] updating countdown to 59516
[14:43:08.032] [SEVERE ] updating countdown to 59516
[14:43:08.033] [SEVERE ] updating countdown to 59515
[14:43:08.033] [SEVERE ] updating countdown to 59515
[14:43:08.033] [SEVERE ] updating countdown to 59515
[14:43:08.033] [SEVERE ] updating countdown to 59515
[14:43:08.033] [SEVERE ] updating countdown to 59515
[14:43:08.034] [SEVERE ] updating countdown to 59514
[14:43:08.034] [SEVERE ] updating countdown to 59514
[14:43:08.034] [SEVERE ] updating countdown to 59514
[14:43:08.034] [SEVERE ] updating countdown to 59514
[14:43:08.034] [SEVERE ] updating countdown to 59514
[14:43:08.035] [SEVERE ] updating countdown to 59513
[14:43:08.035] [SEVERE ] updating countdown to 59513
[14:43:08.035] [SEVERE ] updating countdown to 59513
[14:43:08.035] [SEVERE ] updating countdown to 59513
[14:43:08.036] [SEVERE ] updating countdown to 59512
[14:43:08.036] [SEVERE ] updating countdown to 59512
[14:43:08.036] [SEVERE ] updating countdown to 59512
[14:43:08.036] [SEVERE ] updating countdown to 59512
[14:43:08.036] [SEVERE ] updating countdown to 59512
[14:43:08.037] [SEVERE ] updating countdown to 59511
[14:43:08.037] [SEVERE ] updating countdown to 59511
[14:43:08.037] [SEVERE ] updating countdown to 59511
[14:43:08.037] [SEVERE ] updating countdown to 59511
[14:43:08.038] [SEVERE ] updating countdown to 59510
[14:43:08.038] [SEVERE ] updating countdown to 59510
[14:43:08.038] [SEVERE ] updating countdown to 59510
[14:43:08.038] [SEVERE ] updating countdown to 59510
[14:43:08.038] [SEVERE ] updating countdown to 59510
[14:43:08.039] [SEVERE ] updating countdown to 59509
[14:43:08.039] [SEVERE ] updating countdown to 59509
[14:43:08.039] [SEVERE ] updating countdown to 59509
[14:43:08.039] [SEVERE ] updating countdown to 59509
[14:43:08.040] [SEVERE ] updating countdown to 59508
[14:43:08.040] [SEVERE ] updating countdown to 59508
[14:43:08.040] [SEVERE ] updating countdown to 59508
[14:43:08.041] [SEVERE ] updating countdown to 59507
[14:43:08.042] [SEVERE ] updating countdown to 59506
[14:43:08.042] [SEVERE ] updating countdown to 59506
[14:43:08.043] [SEVERE ] updating countdown to 59505
[14:43:08.043] [SEVERE ] updating countdown to 59505
[14:43:08.043] [SEVERE ] updating countdown to 59505
[14:43:08.043] [SEVERE ] updating countdown to 59505
[14:43:08.043] [SEVERE ] updating countdown to 59505
[14:43:08.044] [SEVERE ] updating countdown to 59504
[14:43:08.045] [SEVERE ] updating countdown to 59503
[14:43:08.045] [SEVERE ] updating countdown to 59503
[14:43:08.046] [SEVERE ] updating countdown to 59502
[14:43:08.046] [SEVERE ] updating countdown to 59502
[14:43:08.046] [SEVERE ] updating countdown to 59502
[14:43:08.047] [SEVERE ] updating countdown to 59501
[14:43:08.047] [SEVERE ] updating countdown to 59501
[14:43:08.047] [SEVERE ] updating countdown to 59501
[14:43:08.047] [SEVERE ] updating countdown to 59501
[14:43:08.048] [SEVERE ] updating countdown to 59500
[14:43:08.048] [SEVERE ] updating countdown to 59500
[14:43:08.048] [SEVERE ] updating countdown to 59500
[14:43:08.048] [SEVERE ] updating countdown to 59500
[14:43:08.048] [SEVERE ] updating countdown to 59500
[14:43:08.049] [SEVERE ] updating countdown to 59499
[14:43:08.049] [SEVERE ] updating countdown to 59499
[14:43:08.049] [SEVERE ] updating countdown to 59499
[14:43:08.049] [SEVERE ] updating countdown to 59499
[14:43:08.049] [SEVERE ] updating countdown to 59499
[14:43:08.050] [SEVERE ] updating countdown to 59498
[14:43:08.050] [SEVERE ] updating countdown to 59498
[14:43:08.050] [SEVERE ] updating countdown to 59498
[14:43:08.050] [SEVERE ] updating countdown to 59498
[14:43:08.050] [SEVERE ] updating countdown to 59498
[14:43:08.051] [SEVERE ] updating countdown to 59497
[14:43:08.051] [SEVERE ] updating countdown to 59497
[14:43:08.051] [SEVERE ] updating countdown to 59497
[14:43:08.051] [SEVERE ] updating countdown to 59497
[14:43:08.051] [SEVERE ] updating countdown to 59497
[14:43:08.052] [SEVERE ] updating countdown to 59496
[14:43:08.052] [SEVERE ] updating countdown to 59496
[14:43:08.052] [SEVERE ] updating countdown to 59496
[14:43:08.052] [SEVERE ] updating countdown to 59496
[14:43:08.052] [SEVERE ] updating countdown to 59496
[14:43:08.053] [SEVERE ] updating countdown to 59495
[14:43:08.053] [SEVERE ] updating countdown to 59495
[14:43:08.053] [SEVERE ] updating countdown to 59495
[14:43:08.053] [SEVERE ] updating countdown to 59495
[14:43:08.053] [SEVERE ] updating countdown to 59495
[14:43:08.054] [SEVERE ] updating countdown to 59494
[14:43:08.054] [SEVERE ] updating countdown to 59494
[14:43:08.054] [SEVERE ] updating countdown to 59494
[14:43:08.054] [SEVERE ] updating countdown to 59494
[14:43:08.054] [SEVERE ] updating countdown to 59494
[14:43:08.055] [SEVERE ] updating countdown to 59493
[14:43:08.055] [SEVERE ] updating countdown to 59493
[14:43:08.055] [SEVERE ] updating countdown to 59493
[14:43:08.055] [SEVERE ] updating countdown to 59493
[14:43:08.056] [SEVERE ] updating countdown to 59492
[14:43:08.056] [SEVERE ] updating countdown to 59492
[14:43:08.056] [SEVERE ] updating countdown to 59492
[14:43:08.056] [SEVERE ] updating countdown to 59492
[14:43:08.057] [SEVERE ] updating countdown to 59491
[14:43:08.057] [SEVERE ] updating countdown to 59491
[14:43:08.058] [SEVERE ] updating countdown to 59490
[14:43:08.058] [SEVERE ] updating countdown to 59490
[14:43:08.059] [SEVERE ] updating countdown to 59489
[14:43:08.059] [SEVERE ] updating countdown to 59489
[14:43:08.059] [SEVERE ] updating countdown to 59489
[14:43:08.059] [SEVERE ] updating countdown to 59489
[14:43:08.060] [SEVERE ] updating countdown to 59488
[14:43:08.060] [SEVERE ] updating countdown to 59488
[14:43:08.060] [SEVERE ] updating countdown to 59488
[14:43:08.060] [SEVERE ] updating countdown to 59488
[14:43:08.061] [SEVERE ] updating countdown to 59487
[14:43:08.061] [SEVERE ] updating countdown to 59487
[14:43:08.062] [SEVERE ] updating countdown to 59486
[14:43:08.063] [SEVERE ] updating countdown to 59485
[14:43:08.063] [SEVERE ] updating countdown to 59485
[14:43:08.063] [SEVERE ] updating countdown to 59485
[14:43:08.064] [SEVERE ] updating countdown to 59484
[14:43:08.064] [SEVERE ] updating countdown to 59484
[14:43:08.064] [SEVERE ] updating countdown to 59484
[14:43:08.065] [SEVERE ] updating countdown to 59483
[14:43:08.065] [SEVERE ] updating countdown to 59483
[14:43:08.065] [SEVERE ] updating countdown to 59483
[14:43:08.065] [SEVERE ] updating countdown to 59483
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.066] [SEVERE ] updating countdown to 59482
[14:43:08.067] [SEVERE ] updating countdown to 59481
[14:43:08.067] [SEVERE ] updating countdown to 59481
[14:43:08.067] [SEVERE ] updating countdown to 59481
[14:43:08.067] [SEVERE ] updating countdown to 59481
[14:43:08.067] [SEVERE ] updating countdown to 59481
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.068] [SEVERE ] updating countdown to 59480
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.069] [SEVERE ] updating countdown to 59479
[14:43:08.070] [SEVERE ] updating countdown to 59478
[14:43:08.070] [SEVERE ] updating countdown to 59478
[14:43:08.070] [SEVERE ] updating countdown to 59478
[14:43:08.070] [SEVERE ] updating countdown to 59478
[14:43:08.070] [SEVERE ] updating countdown to 59478
[14:43:08.071] [SEVERE ] updating countdown to 59477
[14:43:08.071] [SEVERE ] updating countdown to 59477
[14:43:08.071] [SEVERE ] updating countdown to 59477
[14:43:08.071] [SEVERE ] updating countdown to 59477
[14:43:08.071] [SEVERE ] updating countdown to 59477
[14:43:08.072] [SEVERE ] updating countdown to 59476
[14:43:08.072] [SEVERE ] updating countdown to 59476
[14:43:08.072] [SEVERE ] updating countdown to 59476
[14:43:08.072] [SEVERE ] updating countdown to 59476
[14:43:08.072] [SEVERE ] updating countdown to 59476
[14:43:08.073] [SEVERE ] updating countdown to 59475
[14:43:08.073] [SEVERE ] updating countdown to 59475
[14:43:08.073] [SEVERE ] updating countdown to 59475
[14:43:08.073] [SEVERE ] updating countdown to 59475
[14:43:08.074] [SEVERE ] updating countdown to 59474
[14:43:08.075] [SEVERE ] updating countdown to 59473
[14:43:08.075] [SEVERE ] updating countdown to 59473
[14:43:08.075] [SEVERE ] updating countdown to 59473
[14:43:08.076] [SEVERE ] updating countdown to 59472
[14:43:08.076] [SEVERE ] updating countdown to 59472
[14:43:08.076] [SEVERE ] updating countdown to 59472
[14:43:08.076] [SEVERE ] updating countdown to 59472
[14:43:08.077] [SEVERE ] updating countdown to 59471
[14:43:08.077] [SEVERE ] updating countdown to 59471
[14:43:08.078] [SEVERE ] updating countdown to 59470
[14:43:08.079] [SEVERE ] updating countdown to 59469
[14:43:08.079] [SEVERE ] updating countdown to 59469
[14:43:08.080] [SEVERE ] updating countdown to 59468
[14:43:08.080] [SEVERE ] updating countdown to 59468
[14:43:08.080] [SEVERE ] updating countdown to 59468
[14:43:08.080] [SEVERE ] updating countdown to 59468
[14:43:08.081] [SEVERE ] updating countdown to 59467
[14:43:08.081] [SEVERE ] updating countdown to 59467
[14:43:08.081] [SEVERE ] updating countdown to 59467
[14:43:08.081] [SEVERE ] updating countdown to 59467
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.082] [SEVERE ] updating countdown to 59466
[14:43:08.083] [SEVERE ] updating countdown to 59465
[14:43:08.083] [SEVERE ] updating countdown to 59465
[14:43:08.083] [SEVERE ] updating countdown to 59465
[14:43:08.083] [SEVERE ] updating countdown to 59465
[14:43:08.084] [SEVERE ] updating countdown to 59464
[14:43:08.084] [SEVERE ] updating countdown to 59464
[14:43:08.084] [SEVERE ] updating countdown to 59464
