[13:20:54.620] [INFO   ] thread main starting.
[13:20:54.637] [SEVERE ] cannot read configuration file config.properties trying from resources.
[13:20:54.645] [SEVERE ] configuration file was loaded from resources directory.
[13:20:55.957] [INFO   ] thread dealer starting.
[13:20:55.958] [INFO   ] thread dealer starting.
[13:20:55.959] [SEVERE ] updating countdown to 60000
[13:20:55.961] [INFO   ] thread Player 0 starting.
[13:20:55.961] [INFO   ] thread Player 1 starting.
[13:20:56.082] [SEVERE ] placing card 0 in slot 6
[13:20:56.183] [SEVERE ] placing card 1 in slot 1
[13:20:56.284] [SEVERE ] placing card 2 in slot 0
[13:20:56.385] [SEVERE ] placing card 3 in slot 5
[13:20:56.486] [SEVERE ] placing card 4 in slot 4
[13:20:56.587] [SEVERE ] placing card 5 in slot 3
[13:20:56.688] [SEVERE ] placing card 6 in slot 7
[13:20:56.789] [SEVERE ] placing card 7 in slot 9
[13:20:56.890] [SEVERE ] placing card 8 in slot 2
[13:20:56.991] [SEVERE ] placing card 9 in slot 11
[13:20:57.091] [SEVERE ] placing card 10 in slot 8
[13:20:57.192] [SEVERE ] placing card 11 in slot 10
[13:20:57.193] [SEVERE ] updating countdown to 60000
[13:20:57.193] [SEVERE ] updating countdown to 60000
[13:20:57.194] [SEVERE ] updating countdown to 59999
[13:20:57.195] [SEVERE ] updating countdown to 59998
[13:20:57.199] [SEVERE ] updating countdown to 59994
[13:20:57.201] [SEVERE ] updating countdown to 59992
[13:20:57.202] [SEVERE ] updating countdown to 59991
[13:20:57.202] [SEVERE ] updating countdown to 59991
[13:20:57.203] [SEVERE ] updating countdown to 59990
[13:20:57.204] [SEVERE ] updating countdown to 59989
[13:20:57.204] [SEVERE ] updating countdown to 59989
[13:20:57.205] [SEVERE ] updating countdown to 59988
[13:20:57.205] [SEVERE ] updating countdown to 59988
[13:20:57.206] [SEVERE ] updating countdown to 59987
[13:20:57.206] [SEVERE ] updating countdown to 59987
[13:20:57.207] [SEVERE ] updating countdown to 59986
[13:20:57.207] [SEVERE ] updating countdown to 59986
[13:20:57.207] [SEVERE ] updating countdown to 59986
[13:20:57.208] [SEVERE ] updating countdown to 59985
[13:20:57.208] [SEVERE ] updating countdown to 59985
[13:20:57.208] [SEVERE ] updating countdown to 59985
[13:20:57.209] [SEVERE ] updating countdown to 59984
[13:20:57.209] [SEVERE ] updating countdown to 59984
[13:20:57.210] [SEVERE ] updating countdown to 59983
[13:20:57.210] [SEVERE ] updating countdown to 59983
[13:20:57.210] [SEVERE ] updating countdown to 59983
[13:20:57.211] [SEVERE ] updating countdown to 59982
[13:20:57.211] [SEVERE ] updating countdown to 59982
[13:20:57.211] [SEVERE ] updating countdown to 59982
[13:20:57.212] [SEVERE ] updating countdown to 59981
[13:20:57.213] [SEVERE ] updating countdown to 59980
[13:20:57.215] [SEVERE ] updating countdown to 59978
[13:20:57.217] [SEVERE ] updating countdown to 59977
[13:20:57.217] [SEVERE ] updating countdown to 59976
